12000 6
2 6215 1
1 9094 5
1 7512 1
2 5560 3
1 6002 3
2 5586 6
2 5388 1
1 5202 3
1 1947 1
1 2510 1
2 5668 1
2 8801 6
1 3346 1
1 5294 5
2 5390 5
2 9874 4
2 3543 1
2 6028 6
1 1107 4
2 2007 4
2 2648 2
1 7098 4
2 2309 5
1 7745 3
2 8934 5
2 5911 5
2 5470 3
1 2493 5
2 5307 4
2 8393 6
2 7179 6
1 5941 5
1 261 2
1 1585 4
2 8781 3
2 4364 2
1 9469 5
2 5705 6
1 8407 2
1 5637 1
1 2197 2
2 5431 1
1 6948 3
2 1462 3
1 2617 1
2 9807 3
2 5025 1
1 4620 6
1 4893 3
1 4002 6
2 9212 6
1 4200 5
1 1157 2
2 2205 6
1 817 4
1 4705 6
1 9239 5
1 9525 3
1 6579 6
2 7739 1
1 5874 4
2 8835 6
2 9092 4
1 7229 5
2 1264 2
1 4809 4
1 7837 1
1 3289 3
1 9513 2
2 5457 6
2 2518 2
2 7 6
1 3831 1
2 4501 2
2 177 2
2 3086 1
1 5724 6
1 3595 2
1 1865 2
2 7272 5
1 522 1
2 5890 3
2 1739 3
1 6813 2
1 5740 5
2 2315 2
2 3361 6
1 9725 6
1 7168 1
1 6335 1
1 9487 1
2 2666 3
2 9764 2
1 7139 2
2 6643 5
1 3445 3
1 9234 5
1 5478 4
2 7883 2
2 9119 6
1 5412 1
2 4726 1
1 6475 4
2 6566 2
2 5454 6
2 4091 6
1 581 2
2 7825 4
1 6879 4
1 7732 5
2 9023 3
2 3799 2
1 2334 2
2 7071 1
1 5198 4
2 172 6
2 7191 6
1 5473 1
2 7542 5
1 8707 6
1 2158 2
1 2783 6
1 9691 4
2 2027 4
1 1931 5
2 9964 5
1 6818 1
2 5560 5
2 5045 3
1 1057 2
2 2322 3
2 8403 6
1 6367 5
1 7628 1
2 6093 4
1 3702 5
2 9714 3
1 8672 2
2 9846 4
1 8232 2
2 4447 6
1 6528 4
1 191 3
2 5636 4
1 7461 1
1 5345 6
2 1210 5
2 2368 3
2 6576 3
2 8378 6
2 8233 5
1 2905 3
2 4631 2
2 311 3
2 1697 1
2 7737 2
1 6896 3
1 1798 5
1 9243 5
2 8188 3
1 2312 4
2 7613 2
1 7813 6
1 9824 5
2 3582 5
2 6048 3
1 9457 4
1 1592 5
2 9031 5
2 4873 6
2 7152 1
2 8080 5
1 2238 4
2 8780 4
1 2994 2
2 9259 1
2 1753 6
2 1800 5
2 5708 1
1 1225 4
2 1795 4
1 1980 5
2 5896 4
2 3710 2
1 6988 4
1 9812 2
2 181 3
1 7476 4
2 6352 6
1 7767 6
2 4711 6
2 9390 3
2 6722 6
2 8376 5
2 4507 6
2 7067 3
1 9634 2
1 5758 2
1 1377 3
1 7718 5
1 1640 5
2 1085 2
2 5004 6
2 1706 2
2 2986 2
1 4605 4
1 9164 6
1 6202 5
1 8780 3
1 8596 6
2 7930 4
1 5380 4
2 7773 6
1 8274 4
1 3024 2
2 2809 2
1 9317 6
2 6248 5
2 2990 6
2 1680 6
2 2478 1
1 8182 6
2 5870 6
1 6795 6
2 9028 5
1 6486 2
1 4870 5
2 8115 2
1 2585 2
1 5866 3
1 5019 2
2 8082 4
1 2071 3
1 1390 2
2 4216 2
1 6603 5
2 5196 1
2 2830 4
1 3572 6
1 280 5
1 8939 2
1 9476 2
2 1925 6
1 8136 5
1 6040 4
2 6399 1
1 2906 2
1 4636 2
2 2766 6
2 7925 3
2 8543 2
2 2896 3
2 927 6
2 7300 6
1 9845 4
1 2248 2
2 5781 4
1 4961 5
1 7654 5
1 6885 1
1 5677 2
2 3888 2
1 6936 5
1 507 6
1 8038 6
1 7106 6
1 8910 3
2 9511 3
2 9547 6
1 2193 4
1 7672 4
1 3707 6
1 1551 4
1 994 2
2 7349 6
2 345 6
1 7083 6
2 4200 5
1 5695 6
2 8762 3
1 8091 3
1 8956 1
1 8846 3
1 6719 2
1 409 2
1 375 3
1 1693 6
2 2364 3
2 1603 6
2 1677 1
2 2420 1
2 1910 1
2 1102 3
1 4059 5
2 3765 1
2 5381 2
2 8576 6
1 2689 4
1 6825 4
2 9338 2
2 4910 1
1 3094 2
2 8077 2
1 5318 4
1 1310 2
2 4895 6
2 1451 2
2 7915 3
1 7526 6
2 7155 2
1 8448 1
1 9936 3
1 3768 5
1 3018 5
2 7316 6
2 2019 4
2 6832 3
2 8520 4
2 5535 5
1 1896 2
2 2760 4
1 9067 3
1 1331 1
2 8615 2
1 3139 2
1 4590 3
2 752 6
1 1295 2
2 2552 2
2 1699 2
1 5005 6
2 3510 4
1 6623 5
2 2943 2
1 770 6
2 9798 3
1 4673 4
2 3129 6
1 8100 2
2 5698 2
2 5371 6
1 1362 4
1 9266 6
1 9155 3
1 9297 6
1 7470 1
1 8542 2
2 7200 5
1 9718 1
2 4722 6
2 5118 3
1 2679 2
2 9926 2
1 8365 4
1 2565 2
2 2686 6
2 5339 2
2 4663 1
2 8590 3
1 4120 4
1 8900 1
1 8811 2
1 4503 4
2 7041 5
1 8933 4
1 4573 5
2 722 6
1 9223 3
2 5655 1
2 9251 5
1 8131 1
2 4581 1
2 8355 2
1 5904 4
2 6286 5
1 6251 3
2 4701 2
1 5984 6
1 2095 4
2 2053 3
2 5782 5
2 3843 6
1 7110 2
2 3246 5
2 9365 4
2 4364 1
1 619 3
2 4441 3
2 3443 4
1 4391 2
2 735 3
1 1374 1
1 8123 6
1 3855 6
2 1895 2
2 7274 2
1 5086 4
2 9890 4
1 706 5
2 4184 3
2 3305 1
1 8147 4
1 8104 5
2 618 1
2 9707 6
2 8122 5
2 1084 1
1 1178 2
2 8996 4
2 3756 5
1 1860 2
1 2241 3
1 4036 3
1 3434 2
1 1131 1
2 1374 6
2 217 4
1 90 1
1 4439 1
2 7320 2
2 132 2
2 1457 6
1 2916 1
2 9045 4
1 7286 6
2 1574 3
2 5010 3
1 7598 2
1 683 2
2 995 4
1 7785 4
2 3918 4
2 4670 6
2 6248 6
2 5285 4
2 1088 6
2 1754 1
1 9890 1
1 2020 3
2 5316 3
2 6201 3
1 3370 5
1 9314 5
2 2420 4
1 8648 4
1 8220 3
2 1238 5
1 4876 3
1 5086 3
1 5906 3
2 5566 1
1 5005 1
1 2961 4
1 7253 6
1 7764 5
1 7413 2
1 8788 5
2 233 4
2 5809 2
1 5203 1
1 7294 2
1 8722 5
2 66 1
1 5677 3
1 735 2
2 6807 6
2 3335 5
2 4238 1
2 6812 1
2 2025 1
2 5522 2
1 7112 3
2 3344 6
2 2917 5
1 6460 5
2 5733 4
2 1667 6
2 7951 1
2 4690 2
2 2580 4
2 2144 4
2 9658 6
1 6559 3
2 9051 3
1 4425 4
1 2718 5
2 9717 2
1 5543 3
1 9463 2
2 6713 3
1 2038 6
1 3740 1
1 9522 1
1 9196 2
2 2932 5
2 2360 3
2 9553 2
1 8871 2
2 4737 4
2 9460 3
1 7917 1
2 6110 6
2 3036 1
2 6757 1
1 7363 3
1 1706 4
2 1730 3
1 366 1
2 922 1
2 7458 4
1 4223 5
1 8751 3
2 5500 1
2 842 2
1 8718 3
1 1089 5
1 1321 5
2 3614 5
2 1619 1
2 1427 1
1 298 1
2 8873 4
2 7087 6
2 7904 5
1 6481 6
1 7901 6
1 5269 5
2 5493 6
1 8104 3
1 628 6
2 4854 3
2 7301 4
1 38 1
1 2205 5
1 8220 6
1 8910 5
1 1326 2
2 7338 6
2 7057 6
2 3329 5
2 4819 2
1 1283 6
1 5269 6
2 690 1
2 2169 2
2 8300 1
2 2985 6
1 1192 4
2 2341 5
2 4837 3
2 2271 5
2 6800 2
1 1770 5
2 4823 4
1 5971 1
2 5162 4
2 9675 2
2 1176 2
2 6779 4
1 3378 2
1 6448 1
1 5115 6
1 8612 4
2 4053 4
1 8878 3
2 7516 5
2 7619 2
1 8415 2
2 36 6
2 3927 1
1 1840 2
1 1058 4
2 8869 4
1 6833 6
1 3898 2
2 2710 3
1 1299 4
2 4342 3
2 4514 3
2 5077 4
2 3631 5
2 9144 1
2 9980 1
2 5909 4
2 287 4
1 9388 6
1 4146 3
2 5662 6
1 3331 1
2 2694 1
2 3405 2
2 9647 2
2 8330 1
2 1020 4
1 5077 4
1 6913 1
2 274 3
1 3471 3
2 1991 1
1 7808 4
1 2417 2
2 9423 3
1 5393 5
2 4855 2
1 7547 4
1 3619 5
2 8050 1
2 4279 1
1 6381 2
1 1846 5
1 2490 3
1 5937 4
2 4709 4
1 9977 4
1 8079 1
1 2090 2
2 1525 6
1 4970 5
1 6948 2
1 7046 4
1 8784 2
2 9479 4
1 3707 1
1 2682 2
2 861 4
2 3727 6
2 18 4
2 1173 6
2 4835 2
1 9138 4
1 8795 5
2 7986 4
1 5451 6
1 7675 2
2 6226 2
2 841 6
2 6980 4
2 8138 1
2 5608 3
2 9110 1
1 4791 1
1 8093 2
1 4011 6
1 4169 2
1 14 6
1 1107 2
2 1617 2
1 5033 2
2 8866 4
2 7815 6
1 1065 3
1 1779 3
2 5654 2
2 2772 2
2 5240 4
2 9633 2
2 781 2
2 802 2
1 3473 6
1 7120 2
1 4623 3
1 6345 3
1 5817 3
1 4173 1
1 1647 5
1 3109 4
2 3989 3
2 6769 1
1 3288 6
2 8205 4
2 9796 1
1 772 1
2 9475 2
2 4703 2
1 8647 2
2 2618 5
1 5270 2
1 5229 5
2 9356 6
1 6651 1
1 3289 2
1 7832 4
1 3384 1
1 46 1
1 7951 2
1 5061 4
1 4497 4
1 4904 6
2 5351 1
1 7194 2
1 3774 4
2 8606 2
2 1563 6
1 9342 2
2 1097 6
1 992 3
1 1758 2
2 1742 3
2 2178 1
1 6555 6
2 4469 4
1 4510 3
2 271 1
1 583 2
1 1371 4
1 5002 2
1 3476 2
1 2855 1
1 4536 5
2 2613 6
2 7203 3
1 5853 5
1 5907 1
2 9436 1
2 977 6
1 3441 1
1 7488 4
1 666 1
1 6306 5
2 1892 1
2 1182 1
2 4000 6
2 3505 6
2 6985 2
2 9403 5
2 751 5
2 2401 5
1 7597 1
2 5846 1
1 9677 4
2 7816 5
1 2323 2
2 191 4
2 8218 6
2 640 5
1 3130 5
1 791 1
1 9845 1
2 3294 4
1 4663 5
2 6733 5
1 3470 1
2 383 4
2 1969 1
1 2986 6
2 2569 6
2 5124 5
2 3428 5
1 6029 3
1 5443 1
1 9664 5
2 9622 2
2 2721 2
1 9088 6
1 9847 5
1 6313 5
1 5653 2
2 1195 4
1 4916 2
1 8149 1
1 3409 4
1 3584 2
1 1158 1
2 4042 6
1 1447 6
2 5354 5
2 2048 6
2 3292 2
2 9037 6
2 9035 3
1 5568 1
2 6488 2
1 9978 4
2 1343 2
2 6701 3
2 3776 5
1 3191 4
1 351 2
2 8108 6
1 4754 2
2 785 6
1 2775 5
2 4426 4
1 6994 3
1 8552 3
1 1565 6
2 7480 4
1 607 2
2 3026 2
1 2067 4
2 698 1
2 5514 3
2 1686 2
1 2908 3
2 6171 3
1 6473 4
2 3392 6
2 1304 4
2 9989 2
1 6235 2
1 9381 2
2 179 1
1 8354 1
1 5540 3
2 6867 3
2 8352 6
2 5927 1
1 4794 3
1 794 3
2 2196 3
2 4096 3
2 4684 5
2 6158 4
2 1854 6
2 875 2
2 8557 5
2 9407 1
2 9997 4
1 8484 5
1 6443 3
2 9761 2
1 2402 4
1 8984 1
2 4387 5
2 5665 5
2 8697 4
2 3957 4
1 9409 4
1 3280 3
2 8283 3
2 5132 4
1 3235 1
1 5909 2
2 3359 6
1 4915 1
1 5506 5
2 939 5
1 6589 6
2 5667 5
1 3468 6
1 2104 3
1 3947 5
2 5875 3
2 6267 4
2 6935 5
1 6525 4
1 3260 2
1 2914 6
2 7446 5
1 5717 2
2 9500 6
2 144 4
2 1562 2
2 4271 1
1 5223 2
2 9007 1
1 8252 5
2 2733 1
1 2055 6
2 1169 4
1 6126 1
1 6753 2
2 4779 2
2 7963 5
1 564 3
1 2048 2
1 422 4
1 7780 2
1 496 2
2 107 1
2 4649 1
1 5023 6
1 7146 5
1 3608 1
1 6505 3
2 5134 4
2 427 1
1 7401 5
2 9573 5
1 6035 3
1 9141 4
1 9684 3
1 6938 3
1 9997 5
2 6647 4
2 9806 3
1 7744 3
1 101 6
2 3292 6
1 8900 6
2 5654 6
1 1739 4
2 1282 4
2 4163 4
1 534 2
1 8488 2
1 3413 5
1 7388 5
2 7586 6
1 5518 5
2 8566 1
1 9262 3
1 9774 2
1 2835 6
1 1305 6
1 2205 1
2 1175 5
1 399 1
1 8131 6
2 3726 1
2 7045 3
1 8497 4
1 3295 5
1 1766 5
2 6202 2
1 8129 6
2 4663 3
1 8988 1
2 9387 6
2 2766 4
1 9577 2
1 3535 2
2 6067 3
2 1102 5
2 7900 2
2 1045 4
2 8872 1
1 7619 3
1 4599 4
2 9530 1
1 591 5
1 9023 2
2 4827 3
1 8561 2
2 4762 5
1 3219 5
1 2965 6
1 5395 2
1 5896 5
2 3141 1
2 744 5
1 5477 3
2 8106 3
2 6901 1
1 116 4
2 6510 4
2 8215 2
2 1323 2
2 137 6
1 6708 4
2 3834 1
1 7120 5
1 5611 3
2 5660 2
2 1240 6
2 4596 3
1 9270 2
2 3266 1
1 9575 3
1 490 5
2 1623 6
1 3656 5
2 9706 3
2 924 2
1 1662 6
1 3718 2
2 5876 1
2 3756 6
1 8325 2
2 8525 5
1 965 6
2 902 5
2 2979 4
1 220 2
1 3194 4
1 5741 1
1 5521 1
2 1896 3
2 8250 1
2 5260 1
2 4787 6
1 2914 3
2 369 2
2 5774 5
1 8537 2
1 196 5
1 8572 6
1 6238 3
2 3767 1
2 2212 4
2 3007 1
1 8381 2
2 8088 1
2 8315 3
1 1455 1
1 7525 4
1 6862 6
1 1463 2
2 9635 6
2 7507 2
2 6787 6
2 6085 2
1 6423 2
1 6663 1
1 6815 4
2 3450 5
2 331 2
2 4589 6
1 9746 4
1 6214 1
2 7574 3
2 9114 6
1 647 4
2 9687 2
1 2736 2
1 2417 5
2 3860 1
1 5848 4
1 6174 5
2 5545 3
2 6996 5
1 4965 3
1 4922 5
1 7444 5
2 1248 1
2 7600 5
1 7292 4
1 6510 1
2 6528 1
2 4282 2
1 7611 2
2 9847 5
2 113 2
1 7390 2
2 145 6
2 4993 6
1 2242 3
1 2006 2
2 1495 5
2 743 3
1 1467 3
1 6258 1
2 175 4
2 5739 5
2 1541 2
1 676 5
1 8316 1
2 6917 2
1 7093 3
2 2861 6
1 7628 5
2 3580 6
1 8059 6
2 6019 4
1 9886 3
1 4490 1
2 5228 3
1 8896 3
2 2025 5
1 506 4
1 9001 5
2 1065 4
2 76 1
2 6653 3
2 2272 4
2 2697 3
1 6166 3
2 8518 5
1 6925 5
1 4506 2
1 6459 3
1 7054 4
2 4461 5
2 8219 5
1 4851 3
2 5752 1
1 6488 1
2 1489 3
1 3864 1
2 5489 2
1 6949 6
2 1017 2
2 1470 3
2 5684 4
1 1459 2
2 5734 4
1 1153 2
1 5727 3
2 3127 4
2 5150 1
2 2559 2
2 2259 5
2 1712 5
2 4290 4
2 5402 6
2 158 5
2 9592 2
2 1324 5
1 5823 3
1 2997 1
1 9224 5
1 5398 3
2 6573 4
2 2631 1
2 9459 4
2 3157 4
2 7040 3
2 5754 5
1 893 3
2 5011 3
1 2525 4
1 6590 2
1 4041 1
1 6967 3
2 2124 3
2 9690 2
2 6433 6
2 9760 1
1 5226 4
1 6568 5
2 9831 3
2 2841 1
2 3763 2
2 759 4
2 5815 3
2 8184 5
2 6071 3
2 4001 1
2 6397 5
2 8133 5
1 4902 3
2 1587 3
1 6156 3
2 4575 6
2 7063 2
2 6771 2
1 2135 4
1 4638 6
1 5831 5
1 4109 5
1 7680 3
2 6366 2
2 6411 1
1 9158 2
2 5913 5
2 1957 2
2 3233 1
2 8055 2
1 242 2
2 1765 3
1 271 6
1 8650 3
2 9538 4
1 4318 3
1 4894 5
1 6977 4
2 2079 6
2 6605 5
1 8904 3
1 743 2
2 9972 2
1 2823 5
2 7648 1
1 1191 3
1 5641 2
2 4298 2
1 6513 2
2 3433 6
2 590 6
2 1483 5
1 4001 1
1 373 4
1 9 4
1 5138 4
1 993 6
1 7824 1
2 3082 1
1 8589 4
2 9427 5
2 9891 4
1 5079 3
2 2950 6
1 4944 1
1 150 6
2 8395 4
1 7680 6
2 5656 3
2 34 6
2 8177 6
1 5124 3
1 6644 6
1 8440 1
1 7410 1
1 4677 6
1 3514 2
2 6889 2
1 3885 2
2 1923 4
2 5056 4
2 3880 1
2 7111 5
2 5943 1
2 5788 2
2 750 1
1 7221 4
2 5807 2
1 4731 5
2 183 3
2 373 5
1 5312 2
2 753 2
2 5482 4
1 8666 1
2 26 2
1 3227 2
2 130 4
1 2503 2
1 9617 5
2 3458 5
1 7217 4
2 3146 4
2 333 6
2 8006 3
1 7014 4
2 4645 2
1 9637 4
2 1813 4
2 800 3
2 1778 6
2 2574 3
2 9582 6
2 8476 2
1 2643 2
1 7184 5
2 7577 3
2 6379 3
1 3249 5
2 8822 4
1 8704 2
2 8346 3
1 8556 1
1 4352 3
1 9582 6
1 708 3
1 1568 3
1 1835 2
2 6725 2
2 7018 1
2 3009 6
2 2158 3
2 6223 5
2 787 1
1 1808 5
2 2938 2
2 4376 6
1 8829 3
2 5149 2
2 7996 4
2 6095 3
1 3241 2
1 6261 3
1 9458 2
2 7583 6
2 503 5
2 7832 2
1 8119 2
1 7576 2
2 1115 2
2 9516 3
2 7269 3
2 184 6
2 2328 5
2 5783 6
2 8081 1
1 970 3
1 3579 2
2 6574 1
1 174 4
1 9993 5
1 5653 3
1 250 2
2 3872 5
1 4258 5
2 8698 6
1 7741 6
1 1183 2
1 2075 3
1 3983 3
2 3315 6
1 7714 3
2 4345 3
2 3255 6
1 6137 6
2 878 6
2 1485 2
1 7916 3
1 245 1
2 9984 5
2 3786 3
2 9318 6
2 6766 4
1 5617 5
1 5336 6
1 7551 5
2 6560 6
1 8539 3
2 8169 4
1 7658 3
1 5978 4
1 3254 3
1 8288 3
1 470 6
1 3732 5
1 9836 5
2 4353 6
1 9726 2
1 6187 4
1 4312 5
1 9580 2
2 2725 2
2 1394 3
2 7605 6
1 6715 1
2 9785 5
1 6120 3
2 4044 5
1 6365 4
1 682 2
2 2953 1
1 9201 4
2 2446 3
2 6617 6
2 4383 4
1 3659 2
2 9018 5
2 9616 4
1 3954 1
1 1466 4
1 9240 4
2 6512 1
1 7042 2
2 2805 1
2 7430 6
2 8966 3
1 9835 4
1 4018 5
1 669 1
2 5078 4
1 891 2
1 8217 1
1 5083 4
2 5006 1
2 9022 2
1 937 6
1 6955 4
2 1706 5
2 7919 3
1 8664 5
1 7800 5
2 605 6
2 762 2
1 8684 2
2 5083 3
2 7046 5
2 651 5
2 531 1
1 6852 3
2 1313 6
1 1847 5
1 9990 5
1 6477 6
1 6011 1
2 3669 6
1 6474 5
2 8596 6
1 8482 1
1 4710 1
1 3166 5
1 9000 4
2 1222 1
1 7289 5
1 5332 6
1 2176 5
2 7697 5
1 2567 3
1 35 5
1 1224 4
2 5890 1
1 7337 4
1 7301 3
2 705 5
1 7549 3
2 6941 5
2 6563 4
2 2802 3
2 6474 2
1 8508 6
1 8850 1
2 1439 6
2 5258 2
2 6147 3
1 431 6
1 9937 4
1 8674 5
2 4994 6
1 6529 3
1 2551 5
1 1599 1
1 1502 3
2 289 4
2 4281 6
2 9780 5
2 3046 2
2 8654 1
1 321 5
1 7237 4
2 7220 2
2 1725 3
2 6417 2
1 7347 3
2 6185 2
2 4052 5
1 2227 3
2 5192 6
2 4084 3
1 3367 2
1 9402 3
2 1555 6
2 8894 6
2 5810 4
1 1452 2
2 6023 2
1 955 2
2 5642 1
2 639 2
2 3299 4
2 6101 1
2 4601 5
2 2086 3
2 6185 6
2 9523 4
1 5273 3
1 2593 6
1 2569 3
2 9442 1
1 8147 5
2 4474 5
2 6902 2
2 5914 3
2 3324 4
1 7402 2
2 9141 1
2 77 2
2 9606 6
1 1741 2
2 9258 3
2 2740 3
2 8170 2
1 2167 4
2 7289 6
1 8526 2
1 4579 1
1 874 6
2 8539 1
2 6822 6
2 5112 5
2 994 6
1 4509 1
1 7178 1
1 5402 3
1 5275 2
2 73 4
2 4555 3
2 9692 5
2 4800 6
2 3482 1
2 9732 5
1 2406 3
2 7006 6
1 6186 2
1 3237 5
2 2214 2
1 9809 6
1 9145 6
2 8804 4
2 7511 5
1 2093 5
2 9724 2
2 9741 3
2 6082 3
1 5813 6
2 3001 2
2 8834 3
2 7289 4
1 4759 1
2 9443 2
2 1342 1
1 5187 6
1 1234 4
2 6569 2
2 3246 6
1 4912 6
2 2510 4
2 9459 3
1 4997 6
1 4736 4
2 9120 1
2 2937 4
1 9473 5
1 7721 5
1 8251 1
2 9736 2
2 4858 2
2 9486 5
1 9824 1
1 654 3
1 2195 6
2 2052 4
1 8122 3
1 72 4
1 4485 2
2 4052 2
2 6657 1
2 2133 6
2 8201 6
2 6523 3
2 6590 6
1 4585 6
2 1478 1
1 6284 1
2 8370 1
1 3202 5
2 9114 2
2 3559 4
2 9581 3
2 331 5
1 1971 4
2 8512 1
1 1801 1
1 6019 4
2 2753 6
2 9955 2
1 9837 5
1 5139 5
1 8466 1
1 7597 6
2 357 2
1 7513 3
1 7840 3
2 6812 2
2 4806 3
2 5256 5
2 3984 5
1 4709 4
1 3564 1
1 4797 4
2 6393 2
2 639 6
2 50 2
1 7173 3
1 9140 2
1 752 3
2 4896 6
1 6428 1
2 8020 3
1 6198 6
2 8056 6
1 5974 4
2 4031 2
1 4118 5
1 3829 4
2 8298 2
1 8917 4
1 9128 1
1 9526 2
1 8998 2
1 6657 5
1 3253 2
1 7473 1
2 7613 5
2 2654 3
1 9567 1
1 2422 2
2 3301 3
2 295 1
1 4731 1
1 889 3
2 6641 3
1 83 3
2 2600 2
2 2669 1
1 2986 5
1 5309 2
1 6113 5
2 367 1
1 6592 2
2 1203 1
1 9214 1
1 121 3
1 2097 2
1 27 5
2 2817 1
1 6521 5
1 798 5
1 2098 3
2 7206 1
2 1730 6
2 4738 1
2 5537 3
1 1441 4
2 5165 3
2 7884 2
1 5665 3
2 6934 4
2 1414 5
1 139 1
1 3912 5
2 5973 5
2 9839 4
1 4423 1
2 6272 3
2 345 5
2 4800 1
1 9534 4
2 1813 2
2 1914 4
2 4026 3
1 3668 2
1 4628 3
1 7573 5
1 521 1
1 4580 2
1 6138 5
1 1832 4
1 910 3
1 8045 1
2 5773 2
2 9733 2
1 7516 1
2 3593 1
1 5236 6
1 1574 3
1 6431 2
1 8724 3
2 9610 1
1 7198 1
2 9351 5
2 2008 1
1 7110 6
2 7516 6
1 1903 4
2 9522 2
2 4210 3
2 5183 1
2 7977 6
2 6661 4
2 5450 2
2 4903 1
1 4897 5
1 3168 6
1 7660 3
1 4141 6
2 8956 3
1 5221 3
1 4683 3
1 4417 1
1 4933 5
1 7326 2
1 2154 1
1 3299 1
1 2627 4
1 3885 6
2 777 4
1 3329 3
1 5789 4
1 1574 1
1 4219 2
2 6168 1
1 80 3
1 5714 3
2 3881 6
2 1163 6
2 854 4
2 636 5
2 3118 4
1 6066 1
2 8442 3
1 3339 3
2 7757 1
2 7562 3
1 269 6
2 3564 5
1 2355 1
2 6100 2
1 4648 5
1 9047 1
2 6230 6
2 2487 6
1 2669 4
1 3410 3
1 3067 3
2 354 4
1 9885 2
1 1907 4
2 7167 6
2 6415 1
1 1331 6
2 5374 6
2 558 3
1 2422 6
2 3468 3
2 5203 1
1 1322 6
1 816 3
1 6648 2
2 1518 3
1 1716 5
1 2429 6
2 3849 4
1 441 6
2 8039 3
1 7065 3
1 792 3
2 2061 6
2 171 3
2 4923 5
1 9525 4
1 5269 1
2 9260 1
2 6834 5
1 777 4
2 5891 5
2 4049 1
2 3581 2
1 1044 1
1 8814 5
2 9208 4
1 7041 3
2 1664 3
2 9671 1
2 995 1
1 4121 2
1 3546 5
1 417 2
1 2964 4
2 1548 1
1 6247 5
1 7093 6
1 241 2
2 9381 2
1 5493 6
1 8882 3
2 792 1
1 3469 1
2 9981 5
1 6478 3
2 4885 5
2 9126 1
1 3876 3
1 306 3
2 4603 6
1 9147 2
1 1677 5
1 5312 3
1 1836 1
2 5157 1
2 1360 4
1 4290 4
2 8125 1
2 8025 2
1 8177 5
2 7498 6
1 7137 5
2 2123 1
1 2688 6
1 2488 5
2 198 1
2 5421 1
1 3921 3
1 3211 4
2 3789 1
2 1532 6
2 3881 2
2 7270 2
1 7197 1
1 369 2
2 6594 1
2 9932 5
2 7371 2
1 6877 4
1 8048 1
1 7282 2
2 4731 2
2 2782 6
2 3 2
1 6131 4
1 4987 4
2 819 2
1 2196 6
1 4695 1
1 63 2
1 2397 3
2 9374 3
1 9149 5
2 1120 2
1 8234 3
2 1564 4
1 7915 5
1 4355 1
2 6575 4
1 379 2
2 1161 5
2 5676 2
1 2948 6
2 9525 1
1 6847 5
1 9063 5
2 4627 1
1 5574 5
1 3721 6
1 9102 6
1 7488 3
1 9542 1
2 3189 2
2 6417 4
1 331 5
2 2724 6
2 9347 3
1 8451 5
1 8961 4
2 4817 1
2 5690 1
2 2933 6
2 4316 3
2 8892 5
2 3978 2
2 3458 4
2 3715 6
1 8751 6
1 382 3
1 8496 5
2 5310 2
2 4191 4
1 4920 1
1 911 6
1 1051 1
1 1009 1
2 6617 1
1 6901 3
2 6191 3
2 715 2
2 9067 2
1 1743 1
1 5841 5
1 611 1
1 7265 3
1 2124 4
1 8099 6
2 3078 1
2 8571 4
2 2289 1
2 9531 1
2 2617 3
2 5712 1
2 9359 3
2 5289 3
1 9664 6
2 8299 5
2 2512 6
1 9755 2
1 1385 6
2 3349 2
1 1008 2
2 8390 6
2 4238 4
2 4404 6
2 1011 1
2 5018 3
2 7441 1
2 8235 1
2 9176 5
1 9044 6
1 9397 4
2 6147 1
1 5338 2
2 2591 2
2 2538 5
1 7372 5
1 8184 4
2 399 5
1 3887 1
2 1707 4
2 576 6
2 5259 1
2 8137 6
1 6221 3
1 6684 4
2 7051 3
2 4217 6
1 8273 4
1 205 4
2 2184 2
1 8748 2
2 7578 4
2 2616 3
2 3555 3
2 7225 2
2 3813 1
1 961 6
2 6750 5
2 6968 4
1 4787 5
2 5080 4
2 5743 6
2 2790 5
2 9480 3
1 8920 2
1 7 1
2 2538 2
2 3351 3
2 9839 5
2 6752 4
2 7110 6
1 8913 4
1 3213 1
2 6362 4
1 9156 6
1 7540 4
1 846 4
2 4853 5
2 1279 1
2 8653 3
1 994 5
2 7280 1
2 4058 2
1 9673 4
2 6846 1
1 4784 5
1 7873 4
1 3848 3
1 6737 3
1 7748 6
1 3386 3
2 1851 5
1 5316 5
2 7515 4
2 4660 4
2 1547 4
2 7427 4
1 4523 6
2 3649 4
1 5097 5
1 528 6
1 8756 5
1 1951 1
2 9963 4
1 6584 3
1 9316 2
2 6546 5
1 8122 4
2 9956 1
1 6998 1
1 4446 5
2 5558 2
1 8481 4
1 8741 2
1 3044 2
2 2458 5
2 53 4
2 4521 6
2 6902 3
2 4189 4
2 9840 2
1 2583 6
1 4835 6
1 1511 4
2 8065 1
1 2486 6
2 3295 3
2 8109 2
1 7060 2
1 8095 6
1 8413 1
1 6589 1
2 7726 4
2 5311 5
1 4568 1
1 4706 6
2 9146 4
1 4690 6
2 9859 4
1 6009 6
2 9610 6
2 5996 5
2 9624 5
2 5124 6
1 2160 4
2 2353 3
1 5931 2
1 133 4
1 2399 6
2 4314 2
2 7830 2
1 9082 3
2 1445 3
1 5615 3
1 1018 3
2 7964 5
2 4390 5
1 4364 1
2 5083 5
1 4410 2
2 1361 1
2 6809 6
2 3660 5
1 2889 4
2 9722 4
1 1386 2
1 7052 2
2 8817 6
1 1405 3
1 2652 3
2 2673 6
1 3003 2
2 1126 5
1 1016 3
1 6965 2
1 4434 5
